,Wavelength,Masked,flux_radius_1,ivar_radius_1,flux_radius_2,ivar_radius_2,flux_radius_3,ivar_radius_3,flux_radius_4,ivar_radius_4,flux_radius_5,ivar_radius_5
3942,8495.567969405682,0,55.46123778820038,7.040116489575469,44.59880089759827,8.124518002694836,116.32812148332596,4.9715549559162096,137.50654542446136,4.289061353688636,59.889895141124725,6.060685974899905
3943,8497.52437145243,0,55.80371415615082,7.1189220557105255,44.58363580703735,8.216139033544042,114.84321051836014,5.05327383768171,134.60284426808357,4.386724725080369,58.80064556002617,6.166435214661106
3944,8499.481224029272,0,54.00071358680725,7.03970812630595,43.44131147861481,8.1145812054305,113.87769615650177,4.93598548473269,135.81966716051102,4.213284233738981,59.914722949266434,5.873113185326725
3945,8501.438527239943,0,53.56979322433472,6.970053195992132,42.920236229896545,7.9782791939514555,112.03194802999496,4.828126606640614,133.13665792346,4.094561486635666,59.09343418478966,5.631470477300621
3946,8503.396281188232,0,54.21502435207367,7.05679957817923,43.49527657032013,8.090676060369505,113.52280259132385,4.866769509739063,134.67480272054672,4.111580268652545,59.19704484939575,5.666277837970621
3947,8505.354485977923,0,54.37176072597504,6.615095188167175,43.629366755485535,7.5011999302170675,114.32356590032578,4.411319987770476,135.53177934885025,3.6428156434293486,59.36070790886879,4.894719536491986
3948,8507.313141712852,0,59.33225977420807,4.204122932066064,46.79158544540405,4.790043760021572,114.98232448101044,2.7813293489728608,129.76629185676575,2.219636362481546,58.79458713531494,2.8995391063710323
3949,8509.272248496858,0,60.32662570476532,3.9399936456346816,47.7680846452713,4.38849733041001,117.94635570049286,2.5088108475563753,133.8786579668522,1.972321005887926,59.39568302035332,2.560828187710951
3950,8511.231806433803,0,56.75994265079498,5.492344884120434,45.395493030548096,6.215984213479732,117.6112072467804,3.6709449086359216,139.3976489007473,2.976273553823701,60.8038025200367,3.963386438388902
3951,8513.191815627586,0,55.39631140232086,6.751206553045425,44.54191315174103,7.694990118679896,116.70133554935455,4.616823812066575,141.41335064172745,3.8768647320965877,62.34996396303177,5.40385416100418
3952,8515.152276182138,0,55.85892736911774,7.234326325239938,45.18230211734772,8.316332242909864,118.58750957250595,5.082240205309308,142.23534986376762,4.3591328022637175,62.408504128456116,6.149159063328923
3953,8517.113188201389,0,55.73063921928406,6.720040546640076,44.978007555007935,7.517146157245954,117.8355085849762,4.452220482407113,141.71275559067726,3.7032357124447897,62.90501853823662,5.080480431467374
3954,8519.074551789297,0,56.93861770629883,4.3988611949353285,45.39952111244202,4.713516426737861,117.50493788719177,2.612022904277786,141.53059121966362,1.9715181024806843,64.00504559278488,2.5038158117034506
3955,8521.036367049868,0,57.23537886142731,3.6483279757731184,45.602330446243286,3.898050380797638,117.90043205022812,2.1447872333245255,141.639907091856,1.6018126957437184,63.69235500693321,2.0088077060821585
3956,8522.998634087096,0,57.61038875579834,4.999447631083535,45.85519993305206,5.5504223657019125,119.43239235877991,3.135480768945364,144.76723963022232,2.4357406530347756,65.20788329839706,3.161066924039293
3957,8524.961353005041,0,55.944355845451355,6.754597978557908,44.54699671268463,7.729880497332177,116.2211354970932,4.682795768881703,141.3619410097599,3.9408028915847204,63.49851247668266,5.4152533348858665
3958,8526.924523907745,0,55.57096004486084,7.091977150508382,44.21453249454498,8.291919866057667,113.9034503698349,5.134574621807793,134.99563854932785,4.468859496444524,59.9135425388813,6.325592557927116
3959,8528.888146899308,0,56.307679414749146,7.164375221603715,44.90223681926727,8.348653201703462,116.29429930448532,5.164336292598309,137.69469410181046,4.516376451621159,60.53841128945351,6.439791764292059
3960,8530.852222083824,0,54.30895662307739,7.302627419069068,43.69513642787933,8.434866303364874,114.11052495241165,5.190276730925278,136.32890236377716,4.524175004945165,60.17684507369995,6.426822940872175
3961,8532.816749565443,0,54.15251290798187,7.302390622852021,43.36376917362213,8.45639377502938,112.51333236694336,5.228461700605526,133.870189756155,4.560683651905299,59.09215334057808,6.480270397608536
3962,8534.781729448307,0,52.78491020202637,7.185176755586874,42.40229511260986,8.316887678297638,110.67217844724655,5.113444134975988,132.33225610852242,4.439146832658578,57.496076703071594,6.326484849895243
3963,8536.74716183661,0,52.249152064323425,7.2268552952707,41.948171496391296,8.368015649157451,108.89385259151459,5.1446184588358355,128.60275533795357,4.451915736808304,55.363788306713104,6.333307221033927
3964,8538.713046834544,0,51.48113560676575,7.301702826752649,41.1809161901474,8.442758301969103,106.73115867376328,5.155710006521295,126.67316222190857,4.391812216952957,55.56507956981659,6.083755745560066
3965,8540.679384546354,0,49.94280409812927,7.269560262532031,40.41137337684631,8.191625152504518,105.82991820573807,4.943863287077765,122.92138487100601,4.2762533810440715,54.3578722178936,5.9718978824783315
3966,8542.64617507628,0,50.02383875846863,7.234433397379756,40.20218503475189,8.224276027217432,104.9325060248375,4.996160147830447,121.01429435610771,4.364592551065709,53.22551637887955,6.166326781428277
3967,8544.61341852861,0,49.152865409851074,7.290422933637151,39.545313358306885,8.274873721325768,103.39889162778854,5.010232304210055,119.28258600831032,4.360676714136064,52.3775996863842,6.12249497301106
3968,8546.581115007639,0,49.37640702724457,7.340604844761187,39.81002461910248,8.311753367158877,104.0424268245697,5.004610219323652,119.95145753026009,4.316957227017044,52.77422392368317,6.029148350839709
3969,8548.549264617684,0,50.354044914245605,7.413962346026584,40.077292919158936,8.605852881119004,104.37184578180313,5.196637123294645,122.00044646859169,4.474664330885251,53.186452120542526,6.252698690887902
3970,8550.517867463102,0,52.20643126964569,7.386013557796056,41.41953241825104,8.642461606491855,106.37933707237244,5.332500921308405,124.57986682653427,4.616469197276854,53.44704909622669,6.547856074031334
3971,8552.48692364828,0,52.06236958503723,7.259370117061761,41.72113573551178,8.322696374379657,108.41716140508652,5.034337807921799,129.26764526963234,4.2428115058913605,56.1787143945694,5.867027381635892
3972,8554.456433277599,0,54.06944227218628,6.235570120954968,43.205002427101135,6.853058387993925,111.67039734125137,3.984323692797705,132.66157096624374,3.1790978444852254,57.36949057877064,4.1663828136687
3973,8556.426396455476,0,54.530986189842224,6.188073903541448,43.704734802246094,6.8273446960743005,113.85926616191864,3.9272083952849277,135.49816423654556,3.0896985963290127,58.37446182966232,4.031952394568978
3974,8558.396813286372,0,56.13188338279724,6.728166285517632,44.92459809780121,7.752996214045105,117.06904232501984,4.675636932605091,140.67559218406677,3.8650728158967556,62.218058317899704,5.256422022938725
