,Wavelength,Masked,flux_radius_1,ivar_radius_1,flux_radius_2,ivar_radius_2,flux_radius_3,ivar_radius_3,flux_radius_4,ivar_radius_4,flux_radius_5,ivar_radius_5,flux_radius_6,ivar_radius_6,flux_radius_7,ivar_radius_7
0,3316.010071522096,0,4.366057932376862,3.4285336978877514,4.366057932376862,3.4285336978877514,25.76258009672165,1.276527427119197,21.243624365888536,1.078002998964173,12.014699306804687,1.1118940645006206,8.544068806339055,0.9685579037017288,1.2285192057024688,0.6582534986280673
1,3316.773698970473,0,4.571021497249603,3.440770898598734,4.571021497249603,3.440770898598734,29.38707773387432,1.2623374268951935,24.070941766054602,1.064030918566017,12.432695535098901,1.1128205162980902,9.201800258393632,0.9889344129770099,13.052067445445573,0.6563089837637041
2,3317.53750227081,0,4.0321566462516785,3.479539279584676,4.0321566462516785,3.479539279584676,20.738902784883976,1.2701721660448826,10.686245523393154,1.0742165977113958,5.619210270524491,1.086851508849529,7.280762827896979,0.9473132510376998,15.384057788411155,0.6453526492576313
3,3318.301481463609,0,3.6902693808078766,3.516720829113579,3.6902693808078766,3.516720829113579,25.321112230420113,1.2678279179244827,24.068186152726412,1.0578523440148269,13.944329680874944,1.1115395198207674,14.78228765539825,1.0081266680371013,33.496883453801274,0.65741663778053
4,3319.0656365893688,0,4.097643494606018,3.4458968513574835,4.097643494606018,3.4458968513574835,29.711074128746986,1.2484637627084378,28.784306451678276,1.0594594979676324,16.335685486439615,1.1328333048692272,14.106519720633514,1.0388406880336545,26.554430895717815,0.6719800928169652
5,3319.829967688611,0,3.6550859808921814,3.446976636832242,3.6550859808921814,3.446976636832242,22.487760864198208,1.2688239884973527,15.830166367581114,1.0992775594167,8.44914565619547,1.1714773666414546,7.114719573175535,1.0674266604535627,14.764277255511843,0.6823251036521548
6,3320.594474801853,0,5.601742446422577,3.2320650151066737,5.601742446422577,3.2320650151066737,24.718328289687634,1.27363478553498,11.581734847917687,1.1273417693380008,7.598803286324255,1.181213785212704,7.769874614896253,1.0619562231762372,11.194254477741197,0.6786061853890538
7,3321.359157969635,0,4.799939393997192,3.341871557932896,4.799939393997192,3.341871557932896,24.526149325072765,1.2980665172859926,17.325848110893276,1.1205250677974752,11.105916593398433,1.181099764165323,11.01757433230523,1.0744699165814562,23.537601272575557,0.6873447203979576
8,3322.124017232493,0,4.576525628566742,3.4684583306254435,4.576525628566742,3.4684583306254435,27.292724270373583,1.2957645368137496,22.057632027193904,1.121905770058219,13.307330013718456,1.1963165982729536,12.084537330083549,1.08961216123769,27.922546669025905,0.698340800963531
9,3322.889052630985,0,6.10860288143158,3.4171822139792067,6.10860288143158,3.4171822139792067,36.87577996402979,1.2805895327581989,25.995297797577223,1.1259862852361682,9.819340169458883,1.2219232127054307,4.649868708103895,1.1178282709691585,16.075797575060278,0.7110273443648856
