,Wavelength,Masked,flux_radius_1,ivar_radius_1,flux_radius_2,ivar_radius_2,flux_radius_3,ivar_radius_3,flux_radius_4,ivar_radius_4,flux_radius_5,ivar_radius_5,flux_radius_6,ivar_radius_6,flux_radius_7,ivar_radius_7
0,3378.009099872059,0,6.434192091226578,2.711297408493589,8.26633733510971,2.33695981003509,18.83684841915965,1.34807314778404,19.898952685296535,1.156372130849097,13.017437007278204,1.1878878497110466,29.8935628333129,0.7765210407734997,24.73007583199069,0.8359379063337633
1,3378.7870047679708,0,6.201940223574638,2.7814699093079334,7.893614754080772,2.377528838819257,19.682513996958733,1.3563150645251991,24.571795240044594,1.150057322753256,18.979537699371576,1.1754892727335282,38.83511808887124,0.7761930448807679,27.371871539507993,0.8419220972234134
2,3379.5650888037244,0,4.0524944216012955,2.843334837353535,5.534161787480116,2.4090628791237614,15.475083986762911,1.3702440161791576,24.234759573359042,1.1430430990140175,22.502770884893835,1.1580978150737706,48.1818749345839,0.7716061095705947,33.81464954884723,0.8410049104892675
3,3380.34335202058,0,5.258248850703239,2.86418858588006,6.9951959401369095,2.4215419513497607,17.5967430844903,1.372051744351148,22.08776610158384,1.1596390442221856,16.442191708694736,1.1844639124935201,34.98395879763848,0.7863569303394138,24.97853096621111,0.8505583296239143
4,3381.121794459793,0,4.091157495975494,2.871577264033876,5.20171183347702,2.4597933506826197,12.808393113315105,1.4094957982179452,14.323707038536668,1.2011041443462045,13.01585998851806,1.208959258487489,30.883598967979196,0.7950093118513861,25.032985179394018,0.8580324792705487
5,3381.9004161626426,0,6.020783394575119,2.832390685988488,7.358101189136505,2.4443346954777536,15.315653145313263,1.4164534538749827,14.573436177452095,1.2196997147443778,11.79973780666478,1.231546576567481,28.072400774923153,0.8010892326752981,24.300879094284028,0.8604817528944672
6,3382.679217170404,0,6.413963079452515,2.8826162254835865,7.999880209565163,2.467501577619203,19.467043295502663,1.4091545674979757,24.71088684350252,1.1895020934920892,20.497451096773148,1.2099800999034143,44.951020892709494,0.7955184236981605,35.5063927359879,0.8543783692217837
7,3383.4581975243755,0,4.747590124607086,2.952056506678484,6.516043975949287,2.5205852328998795,18.553848072886467,1.4296923595554432,25.794644623994827,1.1942399307530591,22.323397174477577,1.2114590021434062,41.287274775095284,0.8045973876291329,30.028113112784922,0.8622746480040857
8,3384.2373572658503,0,4.029508754611015,3.0039658298765874,5.27226921916008,2.55609964391337,14.38580084592104,1.443867389639803,19.743195578455925,1.2124711608949392,16.61528349481523,1.239628931342885,30.5778362583369,0.8189665448733637,20.273768309969455,0.8766412044283737
9,3385.0166964361456,0,6.560955241322517,2.8504003401295948,7.85065583884716,2.494710329317829,16.187925688922405,1.4507460081208914,16.741671721450984,1.230417655365204,12.722478513605893,1.259355090566719,26.350439463742077,0.8194370686144811,20.229875979945064,0.8768963781087876
10,3385.7962150765743,0,5.840593472123146,2.8314043663023094,7.54282583296299,2.4506565489268075,16.240854062139988,1.4292805636332355,16.10050056874752,1.23442486058586,13.747217666357756,1.2546452694951893,34.774177581071854,0.805199350736257,27.526121305301785,0.8649449574878696
11,3386.5759132284734,0,5.676043197512627,2.874535724350479,6.612312823534012,2.497010644608624,12.5977445198223,1.4577831384371311,13.134758793050423,1.2414376980974393,13.74232074455358,1.2472992126949523,31.30633579310961,0.8053909287804683,23.375156700145453,0.8652680148364993
12,3387.355790933174,0,6.109481304883957,2.8911462627514504,8.20090252161026,2.4680091560283763,20.131033092737198,1.417287358257416,21.173978805541992,1.2173091933903515,15.843815879896283,1.2455477885902595,38.168627564795315,0.8004163437634999,30.84098397998605,0.8546351453318025
13,3388.1358482320315,0,4.372160971164703,3.0217879324888672,6.14773266017437,2.5277127374389803,17.668672680854797,1.4165378996796867,22.415596440900117,1.2082215362105184,18.18626429280266,1.2392937377813593,48.49331865645945,0.7936523060107299,44.52258197031915,0.8424393628502718
14,3388.9160851663974,0,4.460525907576084,2.8211538838704597,5.1568399257957935,2.4764561634451936,11.520460959145566,1.4440033042243783,15.482444440276595,1.2261771443254772,14.726879965513945,1.246370311316136,40.69632311537862,0.8022496620172547,35.27286573406309,0.8561163573434672
15,3389.6965017776447,0,5.732971787452698,2.678159438728628,6.9480238407850266,2.3570232639481925,14.914742171764374,1.409869797163037,18.103784420527518,1.2246996922388744,14.80275429948233,1.253499064475799,39.55860656616278,0.8070620230331509,32.47871017456055,0.8645756481811417
