,Wavelength,flux_radius_1,ivar_radius_1,flux_radius_2,ivar_radius_2,flux_radius_3,ivar_radius_3,flux_radius_4,ivar_radius_4,flux_radius_5,ivar_radius_5,flux_radius_6,ivar_radius_6
0,3350.9243965444375,3.326511472463608,0.2880092882571018,4.997031286358833,0.33281426594382085,12.51413693279028,0.532302161630858,14.65889272838831,0.6261985072167618,14.315125655382872,0.7314241784089484,13.233558205887675,0.8973476252247161
1,3351.6960642388794,4.637522093951702,0.3004401063594229,8.247007794678211,0.4192748352169788,21.18606337159872,0.6635797148105699,27.091572761535645,0.7969595527378028,22.997621840797365,0.8397683072304608,14.722058524843305,0.9708165545266693
2,3352.467909636829,6.202164366841316,0.3080617386968535,10.988008052110672,0.42982946727389454,22.407986395061016,0.6693282467069381,22.03324193879962,0.7911122829639091,15.929882945492864,0.8431182126537036,11.251648499746807,0.978672023298172
3,3353.239932779216,7.278176546096802,0.31393280874415685,12.029812604188919,0.43768471464989844,21.594786882400513,0.6693411767816876,20.325476493686438,0.7937654831762584,17.484182205982506,0.8556304642980096,17.266689408570528,0.9847898819995126
4,3354.0121337069645,7.268287032842636,0.32016115712872883,11.84320618212223,0.44114546857902853,22.988158874213696,0.6722868693805828,25.333162508904934,0.7930378499131483,22.468709524488077,0.8503406637185865,20.025717827669723,0.9604812467885179
5,3354.7845124610235,6.209613874554634,0.31902657406300694,11.297820329666138,0.44311373266380727,22.39313382655382,0.6727008257984375,23.826681405305862,0.785627528220591,20.970185793936253,0.8398767405229206,19.175700046122074,0.9502578807374714
6,3355.557069082336,4.980471640825272,0.30836013283671465,8.412955418229103,0.43086264912527644,17.40230968222022,0.662212572663871,19.790267078205943,0.7796970873362226,18.502660665661097,0.838523476115932,19.834480635356158,0.9573124136815123
7,3356.32980361187,5.677191957831383,0.314804693608533,9.37361255288124,0.4302200528419725,19.824478831142187,0.6623600454321427,20.192439636215568,0.7832302345366717,18.656726386398077,0.8420484268225107,18.053833520039916,0.9584098463514414
8,3357.102716090588,8.196046262979507,0.32017153234413676,12.692042246460915,0.4371029966279332,23.103244051337242,0.6621562050121937,23.459087066352367,0.7781709311685628,20.469612039625645,0.8335674939136483,15.001507706008852,0.9379870741388119
9,3357.875806559475,4.654074840247631,0.3003551566077231,8.874541461467743,0.42022859715749966,20.137601129710674,0.6471319155539181,26.309179414063692,0.7746053449821192,24.580050056800246,0.8335633724224902,23.059521024581045,0.9393420726286102
