,flux_radius_1,ivar_radius_1,Wavelength_radius_1,flux_radius_2,ivar_radius_2,Wavelength_radius_2,flux_radius_3,ivar_radius_3,Wavelength_radius_3,flux_radius_4,ivar_radius_4,Wavelength_radius_4,flux_radius_5,ivar_radius_5,Wavelength_radius_5,flux_radius_6,ivar_radius_6,Wavelength_radius_6,flux_radius_7,ivar_radius_7,Wavelength_radius_7
218,5.319084644317627,0.20775133,3552.600215247046,8.883768558502197,0.26530492,3553.0329475994536,17.604743003845215,0.3960447,3553.0195111091234,21.439263343811035,0.46710783,3553.3046384395666,21.592385292053223,0.48257178,3553.608860941223,33.15448760986328,0.61622024,3553.7193070415146,31.179524421691895,0.6517861,3553.905697315277
219,5.01323938369751,0.19669548,3553.4183258615976,8.097451448440552,0.2570243,3553.851157865784,16.631028175354004,0.39121687,3553.8377182812314,21.669536590576172,0.46710196,3554.122911272228,21.21631145477295,0.48773187,3554.4272038317695,32.30410385131836,0.6216555,3554.537675366143,35.1895694732666,0.64947355,3554.724108562794
220,4.476477384567261,0.20002617,3554.236624874766,8.269936084747314,0.2555912,3554.6695565536797,16.744140625,0.38541144,3554.656113874192,20.45910358428955,0.4603369,3554.9413725408626,20.427377700805664,0.48375306,3555.245735174423,33.320804595947266,0.6245886,3555.3562321487357,33.9717960357666,0.65543985,3555.542708278159
221,5.362477540969849,0.21580744,3555.055112329943,8.521663188934326,0.26927933,3555.4881437065374,16.502466678619385,0.39603695,3555.4746979314023,20.96833610534668,0.46265048,3555.7600222888705,19.47555160522461,0.4793745,3556.0644550125858,31.294005393981934,0.61478686,3556.1749774326972,33.64980220794678,0.645309,3556.3614965047796
222,5.630609512329102,0.20755053,3555.873788270521,7.175440549850464,0.25859153,3556.3069193677547,14.473649978637695,0.38204718,3556.293470496259,18.400541305541992,0.44909185,3556.5788605596526,18.1826229095459,0.4655245,3556.8833633896643,27.635589599609375,0.60405016,3556.9939112614334,30.217215538024902,0.6433811,3557.180473286064
223,5.434290170669556,0.21167865,3556.692652739901,9.924681663513184,0.2643785,3557.125883580739,18.60940647125244,0.38931045,3557.112431612169,21.733293533325195,0.455707,3557.39788739662,21.622675895690918,0.47102624,3557.7024603490718,32.50881481170654,0.60992575,3557.81303367836,30.89420795440674,0.6483244,3557.9996386654307
224,5.87664270401001,0.21498013,3557.511705781506,8.990152835845947,0.2739905,3557.945036388917,17.320734977722168,0.40765157,3557.9315813225603,23.65755844116211,0.47181952,3558.217102843202,23.416149139404297,0.4836317,3558.5217459342434,37.10561752319336,0.6297265,3558.632344726913,36.87875938415527,0.6624917,3558.8189926863165
225,5.689755201339722,0.20998976,3558.3309474387543,9.177652835845947,0.27124625,3558.7643778357133,17.92811393737793,0.40696636,3558.7509196708565,20.67317485809326,0.4735424,3559.036506942828,19.610466957092285,0.4849085,3559.3412201886094,32.62234973907471,0.6292372,3559.4518444505243,34.84649658203125,0.66849494,3559.6385353921573
226,5.002691745758057,0.20918012,3559.1503777550884,9.089466571807861,0.2615643,3559.5839079645752,17.89046621322632,0.38631302,3559.570446700505,19.33381175994873,0.46016115,3559.8560997389473,19.60836410522461,0.48304617,3560.1608831556246,31.564668655395508,0.6268699,3560.2715328926497,35.12929058074951,0.66973424,3560.4582668264106
227,4.7628395557403564,0.20315626,3559.9699967739466,7.934948205947876,0.25808704,3560.4036268189466,15.574302196502686,0.3844841,3560.3901624549485,20.578177452087402,0.45346504,3560.6758812750068,19.77739906311035,0.4751345,3560.98073487874,31.93970775604248,0.6262343,3561.091410096742,35.796669006347656,0.6672652,3561.2781870325302
228,4.671597957611084,0.20007624,3560.78980453879,7.228952884674072,0.25597852,3561.2235344422947,13.883569240570068,0.38179064,3561.210066977655,20.37780475616455,0.45129842,3561.4958515944777,19.820149421691895,0.4761335,3561.8007754014293,30.701300621032715,0.6240493,3561.9114761062765,33.28098106384277,0.6570997,3562.0982960539955
229,4.926863670349121,0.20967156,3561.6098010930796,8.188201189041138,0.26245767,3562.0436308780836,15.272871017456055,0.38682133,3562.030160312089,18.165454864501953,0.45900363,3562.316010740828,19.09576416015625,0.4847923,3562.621004767165,31.753695487976074,0.626367,3562.731730964726,34.13557243347168,0.654667,3562.91859393428
230,5.007591962814331,0.19865713,3562.429986480295,6.7441253662109375,0.2521783,3562.8639161698006,13.23488473892212,0.378774,3562.8504425017363,17.827635765075684,0.45588687,3563.136358757547,19.083600997924805,0.48044196,3563.4414230194398,31.511199951171875,0.6162883,3563.5521747155854,31.460272789001465,0.6516485,3563.7390807168827
231,4.483320951461792,0.1981084,3563.2503607439166,7.942291736602783,0.25424284,3563.6843903609297,15.542758464813232,0.38133335,3563.6709135900815,17.489283561706543,0.45299006,3563.956895688123,18.231548309326172,0.4740741,3564.2620302017453,30.916720390319824,0.6147118,3564.372807402348,35.3147029876709,0.648263,3564.559756445298
232,5.2718987464904785,0.20237845,3564.0709239274465,8.993645906448364,0.26086998,3564.5050534949787,18.185948371887207,0.3888986,3564.491573620632,24.1066951751709,0.45700663,3564.7776215760673,24.021733283996582,0.47474813,3565.0828263575972,34.280967712402344,0.6061702,3565.19362906853,29.658666610717773,0.63571644,3565.380621163044
233,5.009088754653931,0.19345391,3564.891676074382,7.36144495010376,0.25097698,3565.3259056154507,15.276646137237549,0.38018328,3565.312422636891,20.171191215515137,0.4461871,3565.5985364648855,19.852803230285645,0.45841873,3565.903811530505,29.08359146118164,0.5873542,3566.0146397576423,29.350479125976562,0.6221107,3566.2016749136346
234,5.000802993774414,0.19793475,3565.7126172282465,9.23603868484497,0.24911804,3566.146946765874,17.563790321350098,0.3698492,3566.133460682386,19.475677490234375,0.4328973,3566.4196403981096,18.193955421447754,0.44742733,3566.724985764004,30.02138328552246,0.58284116,3566.835839513222,32.46438407897949,0.62408876,3567.022917740609
235,5.266958236694336,0.20341995,3566.533747432558,8.040972232818604,0.25466612,3566.968176989772,15.436058044433594,0.37368655,3566.9546878006413,20.60751724243164,0.4350931,3567.2409334192666,20.764774322509766,0.4527712,3567.546349101625,33.66625213623047,0.59097564,3567.6572283788005,34.19691562652588,0.6294695,3567.844349687501
