,flux_radius_1,ivar_radius_1,Wavelength_radius_1,flux_radius_2,ivar_radius_2,Wavelength_radius_2,flux_radius_3,ivar_radius_3,Wavelength_radius_3,flux_radius_4,ivar_radius_4,Wavelength_radius_4,flux_radius_5,ivar_radius_5,Wavelength_radius_5,flux_radius_6,ivar_radius_6,Wavelength_radius_6
0,3.415387,0.41804588,3351.251063854681,3.935943126678467,0.58330333,3351.541818003923,7.972900390625,0.9049646,3351.710221069452,7.779570579528809,1.0793136,3351.7335173504075,7.701765537261963,1.1747544,3351.6959846127347,9.880770683288574,1.3602601,3351.6120705533326
1,5.216907,0.42728594,3352.0228067757116,7.4202752113342285,0.5934775,3352.3136278812785,10.868611335754395,0.92009455,3352.4820697275118,12.323461532592773,1.1025474,3352.5053713732514,12.192371368408203,1.2009678,3352.467829992351,11.364839553833008,1.4040304,3352.3838966087983
2,6.600559,0.43960047,3352.794727417573,10.385739803314209,0.611144,3353.085615494884,19.93916654586792,0.94983447,3353.2540961307513,24.699594020843506,1.1434348,3353.2774031425115,21.804766178131104,1.2531873,3353.2398531163935,16.59765863418579,1.4762685,3353.1559004042397
3,7.6745896,0.44649887,3353.5668258211995,12.75666332244873,0.6257215,3353.8577808856776,23.845823287963867,0.96609485,3354.026300320111,24.38780975341797,1.142999,3354.049612699127,18.227781772613525,1.2366135,3354.0120540258004,13.30613899230957,1.4582419,3353.9280819805945
4,7.444152,0.45614177,3354.339102027519,12.183583736419678,0.63067114,3354.63012409459,22.576597213745117,0.95951974,3354.7986823365254,25.263686180114746,1.1273495,3354.822000084033,22.37553119659424,1.2086583,3354.784432761506,20.67750835418701,1.4099758,3354.7004413787963
5,5.400401,0.4461429,3355.1115560774842,11.259521961212158,0.6144916,3355.402645162578,21.082319259643555,0.9339813,3355.5712422209517,21.94398021697998,1.1089635,3355.5945653381873,19.36480140686035,1.204619,3355.556989364469,19.92973232269287,1.3970804,3355.4729786398016
6,4.5713587,0.4297665,3355.884188012043,8.909478664398193,0.5985462,3356.175344130593,23.61728858947754,0.9326795,3356.3439800143437,23.803504943847656,1.121989,3356.3673085025434,18.672732830047607,1.2025864,3356.329723875642,13.36301565170288,1.3467178,3356.2456938045625
7,6.5620184,0.4522354,3356.6569978721664,8.269266843795776,0.6225656,3356.9482210396095,17.489527702331543,0.95595086,3357.116895757678,19.846089363098145,1.1314754,3357.1402296180795,20.182424545288086,1.201716,3357.1026363360006,21.604411125183105,1.3466017,3357.018586914055
8,8.345705,0.45158002,3357.4299856988214,13.620450973510742,0.62059104,3357.721275930597,19.567862510681152,0.93865144,3357.889989491927,20.275959014892578,1.0969808,3357.913328725767,19.791325569152832,1.1834342,3357.8757267865185,22.087525367736816,1.3427768,3357.79165800925
9,3.3063922,0.41362074,3358.2031515329973,9.747612953186035,0.57707876,3358.49450884455,22.42292594909668,0.89782304,3358.663261258086,25.66152858734131,1.0749252,3358.686605866602,21.171738624572754,1.1661291,3358.64899526819,14.109793186187744,1.3210248,3358.5649071311414
