,flux_radius_1,ivar_radius_1,Wavelength_radius_1,flux_radius_2,ivar_radius_2,Wavelength_radius_2,flux_radius_3,ivar_radius_3,Wavelength_radius_3,flux_radius_4,ivar_radius_4,Wavelength_radius_4,flux_radius_5,ivar_radius_5,Wavelength_radius_5,flux_radius_6,ivar_radius_6,Wavelength_radius_6
3322,32.95316696166992,0.13414031,7349.168464660741,55.2991886138916,0.17683513,7350.3581979730025,89.31629180908203,0.24117091,7351.068151268073,80.43265914916992,0.2628802,7351.288629914251,58.06525230407715,0.24800542,7350.618568954991,46.319292068481445,0.24819304,7350.682791632842
3323,33.28265190124512,0.13034613,7350.860868073673,55.55560874938965,0.16921508,7352.050875363696,89.59700393676758,0.22684395,7352.760992150376,79.76004409790039,0.24127176,7352.981521569483,58.037057876586914,0.22225754,7352.3113063052215,45.549821853637695,0.22292107,7352.375543772593
3324,33.11436080932617,0.12373715,7352.553661221761,54.9877815246582,0.16025808,7353.743942552637,88.65629577636719,0.21378028,7354.454222868577,79.17230224609375,0.22426394,7354.674803072306,58.5681266784668,0.20096533,7354.004433467508,46.547298431396484,0.19303118,7354.068685727806
3325,32.53935623168945,0.1217251,7354.246844194747,54.493303298950195,0.15766332,7355.4373996295835,88.02172470092773,0.2097551,7356.14784351244,78.36530303955078,0.21916264,7356.368474512486,56.47522735595703,0.19497952,7355.697950531609,47.23406410217285,0.18673426,7355.762217588242
3326,32.419240951538086,0.12267031,7355.940417082409,54.67720031738281,0.1583038,7357.131246684329,87.77009582519531,0.20969018,7357.84185417177,76.91848373413086,0.21992102,7358.0625359798305,56.04220771789551,0.19652227,7357.391857587325,45.137481689453125,0.18739718,7357.456139443697
3327,32.6168327331543,0.12393195,7357.634379974546,53.923879623413086,0.16084379,7358.825483806686,87.97431182861328,0.21480328,7359.536254936387,77.43793106079102,0.22564097,7359.756987564162,55.545310974121094,0.20168254,7359.0861547244685,44.153738021850586,0.19379757,7359.15045138399
3328,32.23074913024902,0.13157204,7359.328732960963,54.174882888793945,0.17260554,7360.520111086473,85.73397064208984,0.23699759,7361.231045896118,75.26329040527344,0.25916034,7361.451829355312,55.720314025878906,0.23706627,7360.780842032864,43.780067443847656,0.23173586,7360.845153498943
3329,32.79178428649902,0.15289795,7361.023476131485,54.6948127746582,0.20604658,7362.215128613532,89.52184677124023,0.29281914,7362.926227140815,80.0304946899414,0.33341724,7363.147061443131,57.19953918457031,0.32540232,7362.475919602354,48.068098068237305,0.33122826,7362.5402458784
3330,33.312408447265625,0.15617235,7362.718609575981,54.42563819885254,0.20888656,7363.910536477744,87.66029739379883,0.29668728,7364.621798760367,77.53811264038086,0.3377524,7364.842683917515,56.23173141479492,0.33288535,7364.171387522825,45.879642486572266,0.34395108,7364.235728612249
3331,32.768343925476074,0.1376532,7364.41413338431,54.79867362976074,0.18166646,7365.606334768985,85.36447143554688,0.2472498,7366.317760844657,74.2195053100586,0.269691,7366.538696868348,57.33790588378906,0.25862783,7365.867245884154,41.97934913635254,0.26042324,7365.931601790367
3332,32.294111251831055,0.1242694,7366.110047646382,55.35683250427246,0.16062225,7367.302523577177,90.3918685913086,0.21257988,7368.014113483618,81.29414749145508,0.22153307,7368.2351003855665,59.195289611816406,0.1952506,7367.563494776268,48.08112716674805,0.18871543,7367.627865502682
3333,32.78686714172363,0.12165302,7367.806352452098,54.078792572021484,0.15710753,7368.9991029922385,89.60801315307617,0.20730466,7369.710856767175,80.24881744384766,0.21451998,7369.931894559096,55.282461166381836,0.18649384,7369.260134289087,47.74703788757324,0.17811412,7369.324519839114
3334,32.885602951049805,0.12262395,7369.503047891409,54.780975341796875,0.15773512,7370.696073104132,86.56258392333984,0.20710249,7371.407990785301,76.28389739990234,0.21390243,7371.629079478915,55.947811126708984,0.18681148,7370.957164512578,43.71274948120117,0.17873827,7371.021564889634
3335,33.27722454071045,0.12305712,7371.200134054256,54.64296913146973,0.15851712,7372.393434002815,88.11312103271484,0.20902985,7373.105515627963,77.98240661621094,0.21663894,7373.326655234991,57.287269592285156,0.18999167,7372.654585536702,45.07378005981445,0.18197222,7372.7190007442
3336,33.395527839660645,0.12627493,7372.897611030633,55.47930145263672,0.16366291,7374.091185778297,88.82186508178711,0.21872829,7374.803431385176,78.88885116577148,0.22962438,7375.024621917343,57.01688003540039,0.20438138,7374.352397451469,45.73203468322754,0.19911778,7374.416827492824
3337,33.284860610961914,0.13469401,7374.595478910524,55.98314666748047,0.17703313,7375.789328520573,89.38232040405273,0.24436662,7376.501738146947,79.25770950317383,0.26764423,7376.722979615981,58.103233337402344,0.2444107,7376.050600346882,46.34278869628906,0.24148345,7376.115045225511
3338,33.63895606994629,0.13773595,7376.2937377839635,55.278215408325195,0.18095477,7377.487862319694,89.63426208496094,0.25027072,7378.200436003333,79.03105163574219,0.27611303,7378.4217284209635,56.909494400024414,0.2553196,7377.749194312991,46.940202713012695,0.2541818,7377.813654032309
3339,33.983938217163086,0.13061047,7377.992387740975,56.38341522216797,0.1692519,7379.1867872656985,88.96747207641602,0.22617066,7379.899525044384,78.05411911010742,0.24009737,7380.120868422343,58.42722129821777,0.2183178,7379.448179439839,45.77644920349121,0.21418925,7379.512654003265
3340,33.9491081237793,0.12552935,7379.691428871634,56.91767501831055,0.16238481,7380.886103448678,91.33292770385742,0.21457936,7381.599005360197,80.61672973632812,0.22339222,7381.82039971022,59.437068939208984,0.19691244,7381.14755581752,47.86987113952637,0.18961373,7381.212045228473
3341,33.91727828979492,0.12519908,7381.390861266008,57.31093978881836,0.16195315,7382.585810958712,92.68331527709961,0.21415478,7383.298877040863,82.30714416503906,0.22524497,7383.5203223746885,59.29447937011719,0.19832963,7382.847323536119,48.7310733795166,0.18871093,7382.911827798017
3342,34.249128341674805,0.12603447,7383.090685014214,56.70821189880371,0.16259305,7384.285909885933,91.99182510375977,0.21444026,7384.999140176521,81.61681365966797,0.22598228,7385.22063650589,58.64729309082031,0.2007905,7384.547482685768,46.85952186584473,0.19185111,7384.612001802032
3343,34.03486251831055,0.13141495,7384.790900206367,56.691864013671875,0.17204446,7385.98640032047,90.53938293457031,0.23231822,7386.699794857311,79.38397598266602,0.25320986,7386.921342193967,57.599069595336914,0.23299856,7386.248033356604,46.41433525085449,0.2277964,7386.312567330653
