,Wavelength,Masked,flux_radius_1,ivar_radius_1,flux_radius_2,ivar_radius_2,flux_radius_3,ivar_radius_3,flux_radius_4,ivar_radius_4,flux_radius_5,ivar_radius_5,flux_radius_6,ivar_radius_6,flux_radius_7,ivar_radius_7
3171,6906.1341437858655,0,11.303526639938354,17.157598798165047,20.482626378536224,12.908514907285811,45.57951119542122,8.556087704786352,34.82729406654835,9.37995268656065,21.047581046819687,11.091628789807553,40.789279490709305,7.258709589158727,41.49257283657789,6.592516448741531
3172,6907.724523030989,0,11.148258328437805,16.739949110389844,20.25068634748459,12.561082104128994,45.3506118953228,8.325899584960078,35.02504363656044,9.132458400207478,21.47169767320156,10.675756098062566,42.155144825577736,6.962235400465466,43.22660532593727,6.220576799661046
3173,6909.315268516623,0,10.959516882896423,16.588305261535478,20.030238270759583,12.295678983019496,45.20663231611252,8.01090484817224,34.43018627166748,8.695052441682968,20.79077158868313,10.154001543262726,40.60644719004631,6.631338062324824,43.076618015766144,5.917821181350748
3174,6910.906380327122,0,11.410768866539001,15.776222598374275,20.71343606710434,11.882683372371416,45.13306787610054,8.017619680658749,33.42952241003513,8.892979476487746,20.07823970913887,10.505199448555384,40.21127641201019,6.918047231413219,43.44223314523697,6.174320211518006
3175,6912.49785854683,0,11.398195743560791,15.188879301923476,20.694325983524323,11.326009307919508,45.237155467271805,7.477872494440537,33.6662634909153,8.201658549206854,20.113193660974503,9.572961579171638,39.39657215774059,6.233920642583313,40.65748031437397,5.531704720380493
3176,6914.08970326014,0,10.982363224029541,12.486034223588694,19.816518485546112,9.215852924230214,43.169764667749405,5.959921143845844,32.73133918642998,6.350024347350679,20.061514377593994,7.245145927848944,40.03302539885044,4.649262215196374,41.863444566726685,4.019413974245232
3177,6915.6819145514355,0,10.899683713912964,12.1898370699039,19.635069012641907,9.000617440188364,42.83326545357704,5.7414286960343,33.03193870186806,5.958729606915179,20.86236123740673,6.723209836275018,42.36172495782375,4.278754125700019,45.441942162811756,3.609253188266969
3178,6917.274492505148,0,10.714927077293396,13.398680836685143,19.277116060256958,10.000465013539758,42.103356182575226,6.483294802855074,32.08481241762638,6.777773240703142,19.878568023443222,7.694326196901364,38.93177887797356,5.039424841268596,41.392886608839035,4.391552981191911
3179,6918.867437205702,0,9.569007992744446,14.318816346916217,17.134584426879883,10.688195355559303,38.22718644142151,7.247071770457676,30.49900934100151,8.036773251908224,19.23707604408264,9.358297742724734,37.68699184060097,6.262530908691899,39.5471131503582,5.599974443462703
3180,6920.460748737566,0,9.660163044929504,15.049195526743965,17.499152958393097,11.042446572564096,40.64507231116295,7.244916446369129,33.200637459754944,7.872807916704848,20.870617672801018,9.118231805745493,41.121662855148315,6.03345291303116,43.78695893287659,5.360941797352876
3181,6922.054427185202,0,9.327053666114807,15.332388901632292,16.780644178390503,11.343849141355406,38.956849843263626,7.397733971407011,32.367095589637756,7.937778965326129,20.569208711385727,9.086599957612421,40.79757785797119,5.980750654557646,44.29084339737892,5.252966540691064
3182,6923.64847263312,0,9.845412015914917,15.629173915710124,17.684952974319458,11.833634650449646,39.94918102025986,7.9088504058397255,31.71006214618683,8.742899231224834,19.762545481324196,10.227378195889004,38.07143834233284,6.799956944816543,39.869202345609665,6.081253144784434
3183,6925.242885165827,0,11.177321672439575,16.254064895724333,19.999967455863953,12.47782066665581,43.298550486564636,8.467697150852906,32.52686670422554,9.362685733607156,19.746297866106033,11.04199662831328,38.05127830803394,7.423089980933933,40.074391692876816,6.732440394202469
3184,6926.8376648678495,0,11.07545518875122,16.369744839557917,19.845938801765442,12.563671893340796,42.941816955804825,8.609766213412097,32.23043416440487,9.599547329387692,19.660122618079185,11.44296104736919,38.45044223964214,7.601360585863454,40.90822587907314,6.753025470114846
3185,6928.43281182375,0,10.914798021316528,16.336483357381596,19.602721512317657,12.512977994103164,42.60447996854782,8.569182214284416,32.230876848101616,9.485870468347445,19.916059523820877,11.149620542950657,39.117778941988945,7.366600067570905,40.25748195499182,6.585580862715752
3186,6930.028326118107,0,10.734853506088257,16.278478799466388,19.249461591243744,12.42815427730754,41.790983855724335,8.427848610834266,31.985993042588234,9.201641062080405,19.765872612595558,10.797764178911486,39.073099955916405,7.108705040944863,40.58357988297939,6.294545949201267
3187,6931.624207835506,0,11.084350228309631,16.077790684373372,19.871016085147858,12.328766108554554,43.0842544734478,8.436231409188803,32.78094881772995,9.259657751892968,20.25547920167446,10.862594991064144,39.759606793522835,7.159583336986201,41.109143152832985,6.3795269333043105
3188,6933.220457060554,0,11.474380373954773,16.09914540211599,20.504766941070557,12.367967054466757,43.98419079184532,8.530994302334724,33.18132662773132,9.486306169162658,20.42774885892868,11.262018233270497,40.08616246283054,7.496983453356577,41.31428960710764,6.730394697176724
3189,6934.817073877894,0,11.204882264137268,17.13545191304187,20.206099569797516,12.969368199649873,44.25974941253662,8.78678910761843,33.71085833013058,9.722649780492015,20.41852432489395,11.510262272298123,39.4279790520668,7.636760205302635,40.20462925732136,6.858296847303611
3190,6936.414058372164,0,11.177136182785034,17.142931232572774,20.174465894699097,12.962726396120512,44.21067675948143,8.776678563138026,33.37955683469772,9.760332386621272,20.071213096380234,11.633453246114815,38.443348333239555,7.7194310591155295,39.82294399291277,6.883903238855549
3191,6938.011410628049,0,11.259398460388184,17.09478456095789,20.26295828819275,12.953902892742754,44.12489232420921,8.810114083023503,33.4729216247797,9.785688549116916,20.299572452902794,11.599753045271386,39.7094529569149,7.678622690850308,41.129466228187084,6.886685633673066
3192,6939.609130730224,0,10.91973626613617,17.398018716589377,19.787792801856995,13.133527881278678,43.99620646238327,8.857559449136934,33.883746057748795,9.796457327427039,20.610543429851532,11.636593894911837,39.781771659851074,7.719530402440772,40.06778475642204,6.950444132734787
3193,6941.207218763413,0,11.027876257896423,17.27917926266448,19.91360205411911,13.048158798518143,43.805112183094025,8.804847739539337,33.52200324833393,9.729099824638112,20.38450576364994,11.544113850258919,39.710402116179466,7.639614471201961,41.15572613477707,6.824802983274447
3194,6942.805674812331,0,10.808920621871948,17.247712577885633,19.5184543132782,13.041154666378507,42.9426671564579,8.810632826932524,32.840023800730705,9.70952268958134,19.980739921331406,11.473692915525099,38.86011737585068,7.5655059847630515,39.592770367860794,6.745295825092291
