,flux_radius_1,ivar_radius_1,Wavelength_radius_1,flux_radius_2,ivar_radius_2,Wavelength_radius_2,flux_radius_3,ivar_radius_3,Wavelength_radius_3,flux_radius_4,ivar_radius_4,Wavelength_radius_4,flux_radius_5,ivar_radius_5,Wavelength_radius_5,flux_radius_6,ivar_radius_6,Wavelength_radius_6,flux_radius_7,ivar_radius_7,Wavelength_radius_7
760,2.8132383823394775,7.9809217,3918.805472896848,5.300955295562744,6.74277,3919.2291195479893,10.806708335876465,5.596329,3919.663550609424,13.614161491394043,5.13888,3920.035712415755,13.358685970306396,4.9752235,3920.4435926894944,19.509538650512695,4.403202,3920.568298693456,15.968721866607666,4.4536514,3920.596808587576
761,2.781416177749634,7.90803,3919.7079150967807,5.302590847015381,6.6776133,3920.1316593073993,10.176223278045654,5.5377264,3920.5661904118,13.541994094848633,5.087613,3920.9384379214202,13.194146156311035,4.9228206,3921.346412123877,19.35740375518799,4.3380857,3921.4711468457635,16.285693168640137,4.3788486,3921.499663305285
762,2.6450129747390747,7.94529,3920.610565115637,5.029014587402344,6.7152686,3921.0344069082007,10.090691566467285,5.575115,3921.469038078606,12.07319164276123,5.1120667,3921.8413713112514,11.712870121002197,4.935719,3922.249439464056,17.51209545135498,4.3396053,3922.3742029104806,14.95672082901001,4.367082,3922.4027259369154
763,2.496101498603821,7.8262677,3921.5134230012686,4.670766592025757,6.6237807,3921.937362398248,9.765433311462402,5.522312,3922.3720936577015,12.294195175170898,5.068661,3922.744512633113,11.78215742111206,4.909168,3923.152674757901,16.634017944335938,4.342651,3923.277466935478,13.643765449523926,4.3880544,3923.3059965303387
764,2.521940588951111,7.8219085,3922.416488801551,4.74946403503418,6.621287,3922.8405258254234,8.737255573272705,5.526755,3923.275357196974,11.661865234375,5.079394,3923.647861934897,11.21294116973877,4.912723,3924.056118053308,16.10852289199829,4.3348603,3924.1809389686546,13.897146701812744,4.3808227,3924.2094751334535
765,2.4495291709899902,7.882831,3923.319762564356,4.568866491317749,6.668401,3923.743897237603,9.063678741455078,5.563165,3924.178828744305,10.664602279663086,5.1105075,3924.5514192644896,10.76779556274414,4.9339175,3924.9597693981696,16.567123889923096,4.342512,3925.084619057903,14.166744709014893,4.382159,3925.1131617941533
766,2.4590845108032227,7.887462,3924.2232443375824,4.593522310256958,6.6673665,3924.647476682692,9.082374572753906,5.563655,3925.0825083476047,11.440327167510986,5.1188655,3925.455184669805,11.44081449508667,4.950563,3925.863628840404,17.06706190109253,4.357241,3925.9885072511443,14.368962287902832,4.4011135,3926.017056560359
767,2.417726993560791,7.9975433,3925.1269341691277,4.6163599491119385,6.7488832,3925.5512642085914,8.506395816802979,5.608159,3925.98639605478,11.287731170654297,5.127958,3926.3591581987553,11.245237350463867,4.9565797,3926.7676964279285,16.645808219909668,4.3724136,3926.892603596296,13.226691722869873,4.4179096,3926.921159479989
768,2.17421817779541,7.999339,3926.0308321068997,4.133652210235596,6.753535,3926.4552598632154,8.915351867675781,5.610543,3926.890491913751,10.706587791442871,5.1289926,3927.263339899264,10.74305009841919,4.9564767,3927.6719722086714,16.39416742324829,4.3707824,3927.796908141289,14.036601543426514,4.407625,3927.8254706009743
769,2.122743010520935,8.090242,3926.9349381988322,4.040462493896484,6.835212,3927.3594636945027,8.13966703414917,5.6883583,3927.7947959724597,10.849018096923828,5.211591,3928.1677298192785,10.42765474319458,5.041967,3928.5764562305862,15.590062618255615,4.434954,3928.7014209340778,13.23026990890503,4.464558,3928.72998997127
770,2.046697974205017,8.206899,3927.8392524928513,3.8489606380462646,6.9360585,3928.263875750384,7.768432378768921,5.7732577,3928.699308278844,10.366901874542236,5.2980533,3929.072328006742,10.585251331329346,5.1277423,3929.4811485416194,16.476658821105957,4.5181317,3929.60614202261,13.544080257415771,4.549497,3929.6347176388235
771,2.038196384906769,8.438574,3928.7437750369095,3.834567666053772,7.123397,3929.1684960788184,7.472546815872192,5.9082584,3929.6040288808667,9.822661876678467,5.4216437,3929.9771345096206,9.846333026885986,5.2365084,3930.3860491897435,14.91028881072998,4.6017957,3930.511071454861,13.773285388946533,4.6289196,3930.5396536516105
772,1.934644877910614,8.534167,3929.6485058789567,3.737299084663391,7.1906,3930.073324727759,7.299957990646362,5.941221,3930.5089578264883,9.447012424468994,5.4177055,3930.882149375879,9.494147777557373,5.222621,3931.291158222928,14.33171558380127,4.592626,3931.4162092788,12.16962718963623,4.621114,3931.4447980576015
773,1.6222784519195557,8.603237,3930.5534450669693,3.1151161193847656,7.247462,3930.9783617451894,6.907115697860718,5.9853277,3931.4140951636955,8.768381118774414,5.4442954,3931.7873726535104,8.827062606811523,5.235877,3932.1964756891703,13.274158000946045,4.5954633,3932.321555542427,11.336842060089111,4.6194777,3932.350150904796
774,1.4094704985618591,8.658416,3931.4585926489167,2.644092321395874,7.300141,3931.883607179083,5.643542766571045,6.017889,3932.3194409404687,7.946730136871338,5.471144,3932.6928043904977,7.927160739898682,5.2389846,3933.1020016364587,11.862895488739014,4.583381,3933.227110293732,10.530273914337158,4.606339,3933.255712241185
775,1.1702358722686768,8.8521595,3932.3639486727984,2.210932731628418,7.4575872,3932.789061077445,4.746776342391968,6.1282797,3933.2249952048173,6.810880899429321,5.5281157,3933.598444634856,6.9002954959869385,5.2842393,3934.0077361128133,10.697197437286377,4.619087,3934.132873580737,9.8573579788208,4.6306267,3934.1614821147896
776,1.0075066685676575,8.912899,3933.269513186607,1.9545629620552063,7.4943004,3933.6947234882723,4.358898401260376,6.1454735,3934.130758004744,5.956334114074707,5.53613,3934.504293434593,5.887382984161377,5.3024783,3934.9136791662468,8.929182052612305,4.6420536,3935.0388454514546,8.957165718078613,4.6678033,3935.067460573624
777,1.0438699126243591,8.838364,3934.1752862383623,1.982166826725006,7.4440527,3934.6005944595904,4.120552182197571,6.1294084,3935.0367293882805,5.507436513900757,5.56227,3935.4103508377434,5.5959320068359375,5.3341455,3935.819830844799,9.00553846359253,4.660945,3935.945025953927,7.604887247085571,4.66842,3935.973647665731
778,0.9861113727092743,8.945845,3935.0812678760803,1.878481388092041,7.512104,3935.5066740394213,3.392084002494812,6.173157,3935.942909403452,4.883384466171265,5.603914,3936.3166168923385,5.145909786224365,5.382277,3936.726191196506,7.994405746459961,4.6956854,3936.8514151361924,6.786992788314819,4.6817884,3936.8800434391474
