,flux_radius_1,ivar_radius_1,Wavelength_radius_1,flux_radius_2,ivar_radius_2,Wavelength_radius_2,flux_radius_3,ivar_radius_3,Wavelength_radius_3,flux_radius_4,ivar_radius_4,Wavelength_radius_4,flux_radius_5,ivar_radius_5,Wavelength_radius_5
0,3.639912,3.6138623,3520.354806264482,47.35108,1.8431691,3520.432996228065,30.564804077148438,1.5973912,3520.5163274658203,38.36460494995117,1.3299487,3520.667255460206,37.298095703125,1.2366302,3520.713289926391
1,3.6157234,3.6639502,3521.165491244355,45.986675,1.8631892,3521.243699213915,59.109235763549805,1.6125885,3521.327049641606,80.61620330810547,1.3434604,3521.478012392449,101.31618118286133,1.234857,3521.524057459682
2,3.8149967,3.6512158,3521.9763629128315,49.28055,1.8666579,3522.0545888925158,62.657981872558594,1.6231542,3522.137958514562,95.6298828125,1.3429842,3522.2889560298645,83.12225341796875,1.23832,3522.3350117005866
3,3.7102864,3.716623,3522.787421312911,50.191597,1.8811426,3522.8656653068665,68.20280265808105,1.6268482,3522.9490541276878,88.40560150146484,1.3553143,3523.100086415456,68.69815254211426,1.2398502,3523.14615269211
4,3.723919,3.734339,3523.5986664875873,51.12372,1.880984,3523.6769284999627,59.965511322021484,1.6219792,3523.76033652398,78.69962501525879,1.3588407,3523.911403592222,96.48156356811523,1.2388585,3523.957480477249
5,3.7403479,3.7573016,3524.4100984798793,50.461838,1.8835713,3524.4883785148236,72.31922912597656,1.616368,3524.57180574646,94.24066543579102,1.3615324,3524.722907603185,103.9326286315918,1.2360203,3524.768995099028
6,3.261311,3.7926128,3525.2217173328004,47.18461,1.9041528,3525.3000153944645,68.93994140625,1.623009,3525.3834618381425,72.21012878417969,1.3580816,3525.5345984913615,85.46578598022461,1.2400818,3525.5806966004648
7,2.9877338,3.777911,3526.03352308939,39.79664,1.9170146,3526.111839181925,52.95479202270508,1.6553086,3526.1953048420687,69.6052188873291,1.3673266,3526.3464762997955,74.16502571105957,1.2619542,3526.392585024603
8,3.6585073,3.7057762,3526.845515792682,47.088463,1.899737,3526.9238499202397,59.75704765319824,1.6572851,3527.0073348012747,86.79034614562988,1.371461,3527.1585410715234,82.71874618530273,1.2641197,3527.2046604144793
9,3.5737789,3.7678206,3527.6576954857337,47.163704,1.9125367,3527.7360476524673,61.295698165893555,1.6375997,3527.81955175882,90.8001937866211,1.3660772,3527.970792849608,94.1116828918457,1.277749,3528.016922813158
