,flux_radius_1,ivar_radius_1,Wavelength_radius_1,flux_radius_2,ivar_radius_2,Wavelength_radius_2,flux_radius_3,ivar_radius_3,Wavelength_radius_3,flux_radius_4,ivar_radius_4,Wavelength_radius_4,flux_radius_5,ivar_radius_5,Wavelength_radius_5,flux_radius_6,ivar_radius_6,Wavelength_radius_6
0,3.7643642,2.8684955,3294.9036542094314,3.9019393920898438,2.3280458,3295.1458892914884,7.84118127822876,1.948656,3295.417091886633,10.136994361877441,1.799284,3295.5431917221085,10.084500312805176,1.7639261,3295.5626750520605,9.572491645812988,1.7035253,3295.03105492461
1,4.2665834,2.8369763,3295.6624211660587,9.96371603012085,2.2973325,3295.904712031226,17.59489107131958,1.937501,3296.175977080266,12.626225471496582,1.7890922,3296.302105954645,11.15043830871582,1.7526911,3296.3215937713157,11.294949233531952,1.6922604,3295.7898512197135
2,5.2733755,2.765902,3296.421362855346,9.53210735321045,2.2655587,3296.6637095164706,15.127989292144775,1.9255067,3296.935037033788,17.39359188079834,1.7815733,3297.061194953758,10.074496507644653,1.7428713,3297.0806872581807,7.9511964321136475,1.682812,3296.5488222542335
3,5.932817,2.8131902,3297.18047931754,10.731800079345703,2.334118,3297.422881787471,18.046001434326172,1.974098,3297.694271787451,16.005712509155273,1.82187,3297.8204587596997,13.17099142074585,1.7662057,3297.8399555529086,16.505231380462646,1.6824774,3297.307968068418
4,6.3131585,2.8413389,3297.939770592881,13.596417903900146,2.357052,3298.182228884469,24.176006317138672,1.9830996,3298.453681381501,22.659071922302246,1.8010721,3298.5798974127197,21.979280471801758,1.7145741,3298.599398695748,20.573780059814453,1.6264194,3298.0672887025084
5,3.6029973,2.9184835,3298.6992367216326,10.68522024154663,2.418016,3298.9417508477336,18.13846206665039,2.0352442,3299.2132658562095,23.548534393310547,1.8522882,3299.3395109530893,19.148091316223145,1.7596239,3299.359016726971,18.35758638381958,1.6588452,3298.8267841967704
6,3.7012577,2.8684747,3299.4588777440536,6.538445234298706,2.396225,3299.7014477175253,10.744935512542725,2.0344417,3299.9730252518407,18.531513214111328,1.8641927,3300.099299421075,17.600570678710938,1.7787697,3300.118809686844,14.213171482086182,1.6791334,3299.5864545914646
7,4.626115,2.8560624,3300.218693700427,7.54117751121521,2.3875737,3300.46131953413,10.248375415802002,2.0362318,3300.7329596086834,9.269809484481812,1.8699893,3300.8592628569677,7.138704061508179,1.7951562,3300.8787776156587,6.02490371465683,1.6935217,3300.346299926875
8,3.553806,2.9046948,3300.9786846310303,8.523320198059082,2.3970056,3301.2213663378284,13.126688480377197,2.0289655,3301.4930689670223,12.332415580749512,1.8601987,3301.6194013010527,9.170679569244385,1.7959354,3301.6389205537002,3.8539470434188843,1.7053185,3301.1063202432806
9,5.875857,2.929241,3301.738850576164,10.338013410568237,2.4060273,3301.981588168924,17.974587440490723,2.0315359,3302.2533533671635,19.368120193481445,1.8537431,3302.379714793638,14.41511583328247,1.7738117,3302.399238541277,8.317255973815918,1.6894053,3301.8665155809845
10,5.666668,2.8922937,3302.4991915761248,10.880435466766357,2.4068823,3302.7419850677165,16.5493803024292,2.0524595,3303.0138128494104,16.06045627593994,1.8823657,3303.1402033750287,13.922462940216064,1.7973105,3303.1597316186944,14.011682033538818,1.7080696,3302.6268859802835
11,3.9879718,3.0468943,3303.2597076712327,9.207571983337402,2.5221863,3303.5025570745283,13.936072826385498,2.129419,3303.7744474540887,14.083868980407715,1.9419307,3303.9008670855515,12.279224157333374,1.8508794,3303.920399826279,11.568944454193115,1.7466807,3303.3874314814993
12,3.4175158,3.0513725,3304.0203989018014,8.139341354370117,2.522889,3304.263304229677,14.132456302642822,2.1208262,3304.535257221519,17.24197292327881,1.9328773,3304.6617059655296,14.903533935546875,1.8560343,3304.681243204355,8.786173105239868,1.7657164,3304.1481521249484
13,5.269898,2.980685,3304.7812653081696,8.582702159881592,2.4767509,3305.0242265735037,14.039685249328613,2.0987039,3305.296242192046,17.219277381896973,1.9255881,3305.422720055308,13.166555404663086,1.8718299,3305.442261793267,5.253051519393921,1.7929581,3304.90904795097
14,6.7209816,3.0021415,3305.5423069306707,12.236385345458984,2.5038993,3305.7853241463454,19.258010864257812,2.12638,3306.0574024060097,12.51164722442627,1.9479076,3306.1839093952294,9.485093832015991,1.8747033,3306.2034556333574,8.26062536239624,1.7783089,3305.6701189999003
15,5.1563354,3.0277584,3306.303523809661,12.270744323730469,2.5257268,3306.54659698856,20.0151424407959,2.1444407,3306.818737903772,21.25838851928711,1.9586701,3306.9452740256565,16.350911617279053,1.8698875,3306.9648247649907,15.771471977233887,1.766657,3306.4313653120953
16,3.478426,3.0619223,3307.0649159854925,9.338326215744019,2.522991,3307.3080451405035,16.15913724899292,2.1141362,3307.580248725692,20.268070220947266,1.9173169,3307.7068139869493,17.493450164794922,1.8263546,3307.726369228526,16.865880012512207,1.7296226,3307.1927869279098
17,4.1773176,2.9660945,3307.8264834985403,7.9604172706604,2.4481153,3308.069668642554,14.183133125305176,2.0852664,3308.341934912151,16.51559591293335,1.9293703,3308.4685293194925,14.512696266174316,1.8685775,3308.488089064348,12.563744306564331,1.7702423,3307.9543838877207
18,4.5659304,2.8013155,3308.588226389176,8.164984941482544,2.3772445,3308.8314675350853,11.800614356994629,2.0090613,3309.1037965035257,14.907998085021973,1.7935815,3309.230420063663,13.940490961074829,1.7274207,3309.249984312835,3.9713410139083862,1.6770965,3308.7161562318997
19,4.905115,2.8306015,3309.350144697792,9.902766227722168,2.3894057,3309.5934418584943,15.646800994873047,1.9946986,3309.8658335402165,15.527113914489746,1.7641053,3309.992486259863,12.400754928588867,1.6972132,3310.012055014389,8.083394289016724,1.6525472,3309.4781040008424
20,4.6322823,2.8617017,3310.1122384647783,10.597326278686523,2.4229922,3310.3555916531723,18.87355613708496,2.018399,3310.6280460626185,18.52459192276001,1.789597,3310.7547279484893,15.097689390182495,1.7201666,3310.774301209406,17.92414951324463,1.6720619,3310.2402272349395
21,5.168874,2.796558,3310.874507730547,8.976950645446777,2.397682,3311.117916959535,14.589934825897217,2.0243049,3311.390434111151,20.259329795837402,1.8066235,3311.517145169962,19.830235481262207,1.7413889,3311.536722938308,14.906753063201904,1.6904927,3311.002525974605
22,5.4205694,2.7946408,3311.63695253551,10.75405502319336,2.3810558,3311.8804178179967,16.082727909088135,2.0169318,3312.1529977262308,15.173325061798096,1.8077004,3312.279737964701,12.507552146911621,1.7585725,3312.299320241513,9.628968238830566,1.7118443,3311.7650002602513
23,5.5701056,2.8310037,3312.3995729200865,10.054301261901855,2.3410406,3312.6430942689813,14.977509021759033,1.9486508,3312.915736948285,10.849074840545654,1.8118541,3313.0425063731336,6.0054099559783936,1.7724527,3313.062093159451,1.4953166246414185,1.7028042,3312.527650132301
24,5.151085,2.9726388,3313.162368924718,11.109873294830322,2.453665,3313.4059463529316,18.851778030395508,2.0510485,3313.6786518177605,15.072387218475342,1.8751004,3313.8054504357087,7.921724557876587,1.8222117,3313.8250417325694,8.478597640991211,1.7326994,3313.290475631196
25,2.9805682,2.9927201,3313.92534058984,9.726818799972534,2.4830635,3314.1689741102864,17.13961172103882,2.077314,3314.441742375099,16.487475395202637,1.89953,3314.5685701928696,12.03571081161499,1.823602,3314.5881660013124,8.546521186828613,1.7150837,3314.0534767973736
