,flux_radius_1,ivar_radius_1,Wavelength_radius_1,flux_radius_2,ivar_radius_2,Wavelength_radius_2,flux_radius_3,ivar_radius_3,Wavelength_radius_3,flux_radius_4,ivar_radius_4,Wavelength_radius_4,flux_radius_5,ivar_radius_5,Wavelength_radius_5,flux_radius_6,ivar_radius_6,Wavelength_radius_6
0,1.8764068,3.3014445,3220.4359351043045,2.2410212,3.0886533,3220.4874844701258,4.349963,2.4123642,3220.5232883534563,3.2761478,2.2983475,3220.559093032898,3.1081655,2.1137643,3220.484625314721,2.6873176,1.9924815,3220.3915561775334
1,0.98489165,3.3776143,3221.177553260686,1.115844,3.147787,3221.2291144975543,2.3296647,2.4402363,3221.264926625983,1.7764404,2.3174977,3221.300739550706,1.9361618,2.1266415,3221.226254683729,2.542001,1.9974929,3221.1331641141132
2,0.30786982,3.3859923,3221.9193422006174,0.18378282,3.1781714,3221.970915311266,-0.22915174,2.4841802,3222.0067356866916,-0.62560344,2.350095,3222.0425568585947,-0.29712242,2.148203,3221.9680548388687,1.0340673,2.012591,3221.874942831889
3,0.30324742,3.415647,3222.6613019634333,0.52087367,3.1898265,3222.712886950597,2.7759194,2.4624305,3222.7487155749186,4.5011983,2.3049312,3222.784544995901,6.155452,2.114285,3222.7100258194755,6.818072,2.0003982,3222.6168923701953
4,1.5765917,3.412815,3223.4034325884654,2.007837,3.1743665,3223.4550294548785,5.996483,2.446238,3223.4908663299957,6.762637,2.2993455,3223.526704001957,8.014773,2.1168473,3223.4521676648815,8.00227,2.00512,3223.3590127683633
5,1.0601168,3.448751,3224.145734115067,1.3285568,3.2174892,3224.197342863466,3.058847,2.498247,3224.2331879912786,3.2448559,2.3556879,3224.269033916119,4.455405,2.156001,3224.1944804144414,5.802643,2.028375,3224.101304065746
6,0.9118532,3.465294,3224.8882065825883,1.2442427,3.2287323,3224.9398272157086,2.03447,2.5132701,3224.975680598117,1.7896885,2.3708677,3225.011534777737,1.7405277,2.1696422,3224.936964107505,0.77611816,2.0389323,3224.843766301692
7,1.9484869,3.4363463,3225.6308500304,2.3558288,3.2072597,3225.682482550979,4.749834,2.4903874,3225.7183441898846,3.592517,2.3683121,3225.754206626185,2.6356544,2.1786177,3225.6796187834448,0.45038635,2.053619,3225.586399515573
8,2.5171928,3.423945,3226.373664497871,3.0359154,3.190638,3226.4253089086455,6.70823,2.4623501,3226.461178805949,5.4318256,2.3492637,3226.4970495008315,4.5772376,2.170837,3226.4224444816286,2.7005353,2.05719,3226.3292037467554
9,1.7577764,3.4131765,3227.1166500243894,2.1006868,3.1934943,3227.168306328099,4.4630795,2.4822335,3227.2041844857026,3.9889588,2.372257,3227.2400634410687,4.550395,2.1809807,3227.165441241447,5.216207,2.0515554,3227.0721790346297
10,1.4438213,3.5116987,3227.8598066493423,1.8526099,3.264042,3227.9114748487245,5.313544,2.4996564,3227.9473612685306,6.133707,2.3565671,3227.9832484862827,7.703499,2.164963,3227.9086091022864,8.472181,2.0425968,3227.8153254185795
11,0.563895,3.5687292,3228.6031344121375,0.7655163,3.3170025,3228.6548145099323,1.856197,2.5446632,3228.6907091938433,1.8632507,2.3856914,3228.726604675884,2.1279516,2.1809773,3228.6519481035552,1.8853685,2.0511072,3228.5586429380137
12,0.032844104,3.5845263,3229.3466333521787,-0.018321479,3.3330245,3229.3983253511255,-0.3052609,2.5485592,3229.4342283010446,-0.9070871,2.3950486,3229.4701320492773,-1.3428683,2.1927967,3229.3954582846586,-1.0760177,2.061013,3229.3021316323347
13,1.462009,3.5263216,3230.0903035088922,1.8825917,3.2734616,3230.1420074117323,4.1439652,2.5107753,3230.177918629563,3.7723525,2.363493,3230.2138306458905,4.057581,2.1682818,3230.1391396850227,3.9046717,2.0447032,3230.045791540969
14,2.4522076,3.4511614,3230.8341449217,3.0158634,3.213269,3230.8858607311745,6.62934,2.475783,3230.921780218821,5.6974797,2.346433,3230.957700505148,5.557989,2.1623342,3230.8829923440703,4.1918,2.0468001,3230.789622703337
15,2.1340683,3.4840202,3231.5781576300465,2.6139028,3.241728,3231.629885348897,5.9705343,2.4920921,3231.665813108263,5.1098003,2.3574126,3231.7017416664944,4.9117436,2.1688714,3231.627016301246,3.8353941,2.0457034,3231.5336251588833
16,1.1152277,3.558598,3232.322341673371,1.3857793,3.3198287,3232.3740813043405,3.0077643,2.5595443,3232.4100173373313,2.5318964,2.4075005,3232.4459541693714,2.3185115,2.2015867,3232.3712115959906,1.4683948,2.0668106,3232.277798947047
17,1.0611743,3.5225573,3233.066697091137,1.3037139,3.2965317,3233.1184486369684,2.3431072,2.566501,3233.1543929454897,1.8147342,2.4131823,3233.1903380532435,1.5645121,2.201244,3233.1155782677683,0.3547063,2.0692694,3233.0221441072904
18,1.7820505,3.475789,3233.8112239228026,2.0670018,3.2525644,3233.86298738624,3.618088,2.5491505,3233.898939972197,2.1102848,2.4273944,3233.934893357571,1.4544909,2.2256541,3233.8601163560365,0.8644277,2.0839138,3233.7666606790713
19,2.7908897,3.4264812,3234.555922207849,3.3701446,3.2026598,3234.6076975916367,7.190728,2.5037704,3234.6436584569356,5.813463,2.399843,3234.6796201218353,5.2920103,2.2169967,3234.604825900278,3.946122,2.0928223,3234.5113487018702
20,2.3252888,3.482359,3235.3007919857514,2.8402364,3.2651997,3235.3525792926343,6.4154778,2.5355122,3235.388548439182,6.213476,2.4018915,3235.4245183855146,7.391966,2.2023363,3235.349706939968,7.4450674,2.0762296,3235.2562082151617
21,1.3895797,3.557887,3236.0458332960097,1.7037282,3.3217027,3236.097632528734,3.6694627,2.5666254,3236.133609958437,2.9304295,2.4296386,3236.1695881881096,2.770033,2.2308,3236.094759514608,1.9778844,2.108072,3236.001239258446
22,1.241062,3.6009307,3236.791046178122,1.5317588,3.3588293,3236.842857339433,3.328754,2.582248,3236.8788430541995,2.7949266,2.4230347,3236.91482956912,2.5210133,2.2199483,3236.839983663695,1.6900052,2.0995543,3236.746441871219
23,1.1426218,3.6056957,3237.5364306715946,1.5228008,3.34644,3237.58825376424,4.133207,2.568473,3237.6242477659775,4.953205,2.4131541,3237.660242568053,6.5184555,2.2100089,3237.5853794267377,7.0487795,2.0866692,3237.491816092988
24,1.6337059,3.5708573,3238.2819868159545,2.1632214,3.3158076,3238.333821842682,5.9584475,2.5517888,3238.3698241332986,6.914535,2.409025,3238.405827224438,8.840847,2.2096097,3238.3309468432626,9.636564,2.083398,3238.237361963278
25,1.3289807,3.5746386,3239.027714650723,1.6755238,3.3280182,3239.079561614281,4.3012123,2.571334,3239.1155721956857,4.8089256,2.4261377,3239.1515835777977,6.0234675,2.2245054,3239.076685952792,6.790537,2.092397,3238.9830795216117
26,1.6234,3.5872445,3239.773614215445,2.0773535,3.340736,3239.825473118582,5.60524,2.5765228,3239.8614919926845,6.770361,2.4143417,3239.897511667678,8.528773,2.2104788,3239.8225967948715,8.970552,2.088129,3239.728968807532
27,0.9044379,3.6459482,3240.51968554966,1.2510319,3.382165,3240.5715563951258,3.6566958,2.6014242,3240.6075835638353,4.297711,2.43514,3240.6436115336205,5.0201626,2.2349532,3240.568679409041,4.2562604,2.120794,3240.4750298605786
28,2.1684535,3.552738,3241.2659286929315,2.640574,3.3091676,3241.317811483476,5.63562,2.5825658,3241.3538469487025,4.644557,2.4464817,3241.3898832151895,4.254873,2.2454665,3241.314933834864,2.9287493,2.1213062,3241.2212627203135
29,1.8689739,3.5534177,3242.0123436848176,2.4540484,3.3043625,3242.0642384231915,5.6797895,2.5752535,3242.100282186846,5.8802986,2.4360049,3242.1363267519455,6.3292303,2.241736,3242.0613601119003,4.8096075,2.1245654,3241.9676674262955
30,0.9009409,3.637304,3242.758930564899,1.1716218,3.3698792,3242.8108372538536,2.981669,2.5930147,3242.846889317847,3.1366205,2.4597938,3242.88294218347,3.5530167,2.2654505,3242.8079582797304,2.9796834,2.1373918,3242.7142440181033
31,0.9511777,3.6617985,3243.505689372752,1.0980695,3.4103937,3243.5576080150395,2.9477832,2.6198583,3243.5936683812834,2.8936837,2.4833279,3243.629729549341,3.465149,2.280362,3243.554728377932,4.057233,2.1482255,3243.4609925353143
32,0.6759732,3.6332695,3244.252620147976,0.8107544,3.3858347,3244.304550746349,1.7961136,2.6295524,3244.340619416755,1.8547063,2.4939194,3244.3766888891596,2.6298847,2.2857232,3244.3016704461043,2.8689873,2.154362,3244.2079130175257
33,1.4168967,3.5650241,3244.9997229301653,1.8326929,3.306449,3245.0516654873772,3.9274795,2.5661194,3245.0877424638584,3.2076883,2.4414504,3245.123820242522,2.5127027,2.252625,3245.0487845238426,0.32198906,2.1358714,3244.955005504333
34,2.1134934,3.4777348,3245.7469977589385,2.646069,3.2346961,3245.7989522777434,5.8094587,2.5149486,3245.8350375622113,4.849766,2.4010499,3245.871123649047,4.467107,2.2158413,3245.7960706507656,2.5875087,2.100479,3245.7022700353527
35,1.2240883,3.5576403,3246.4944446739073,1.549142,3.3058538,3246.5464111570595,3.7706132,2.549973,3246.582504751428,3.7229762,2.4138303,3246.6185991483494,4.7285986,2.2097485,3246.5435288664867,5.3832293,2.0836012,3246.4497066501967
36,0.5686021,3.6111984,3247.242063714708,0.8437935,3.3447685,3247.2940421649632,2.526951,2.565872,3247.3301440711457,3.220417,2.4092753,3247.3662467800655,4.2747498,2.2109914,3247.2911592106416,3.8284554,2.100973,3247.197315388501
37,1.5347962,3.6379967,3247.989854920972,2.05123,3.3707902,3248.0418453410857,5.5397606,2.5946336,3248.0779555609965,5.710409,2.4458418,3248.1140665838298,6.200735,2.2477689,3248.038961722863,4.0790854,2.1371553,3247.945096289896
38,1.6595769,3.578584,3248.7378183323526,2.065899,3.3176115,3248.789820725081,4.4172115,2.5800197,3248.8259392606346,3.429575,2.455407,3248.8620585992953,3.127381,2.2637088,3248.7869364428043,1.6808465,2.1557496,3248.693049394034
