,flux_radius_1,ivar_radius_1,Wavelength_radius_1,flux_radius_2,ivar_radius_2,Wavelength_radius_2,flux_radius_3,ivar_radius_3,Wavelength_radius_3,flux_radius_4,ivar_radius_4,Wavelength_radius_4,flux_radius_5,ivar_radius_5,Wavelength_radius_5,flux_radius_6,ivar_radius_6,Wavelength_radius_6,flux_radius_7,ivar_radius_7,Wavelength_radius_7
0,-0.5666183,3.1063914,3183.854212823795,-1.2940478,2.621434,3183.8849941282183,-2.9509706,2.2019975,3183.907433990822,-4.958043,1.9617945,3183.9536077143,-4.8346205,1.8223284,3183.904597708197,-2.4194727,1.7852876,3183.862637999722,-0.82268906,2.1344185,3183.8808231849
1,-0.0140453875,3.117613,3184.5874067575,0.13668227,2.6152015,3184.6181951503963,0.09482437,2.204737,3184.6406401805643,0.13998064,1.9627261,3184.6868245371593,-0.30393243,1.8303244,3184.637803244786,-0.13772824,1.7951288,3184.5958338736186,0.43878913,2.143322,3184.6140232465723
2,2.241892,3.0914323,3185.3207695347814,4.339608,2.5887737,3185.3515650177837,7.61482,2.174993,3185.374015216706,11.0898905,1.9327774,3185.420210208866,11.700495,1.8033408,3185.3711776276236,10.295794,1.7737291,3185.329198591539,4.9313097,2.1225874,3185.3473921532322
3,0.25540453,3.0944204,3186.054301194529,0.6977091,2.604993,3186.0851037692696,1.892191,2.193401,3186.1075591381364,4.4805317,1.9491407,3186.1537647683112,7.0799837,1.8125829,3186.1047208955997,8.644958,1.7737838,3186.062732192372,4.360132,2.123803,3186.08092994377
4,0.40905946,3.1358252,3186.7880017756265,0.9118105,2.634357,3186.818811443739,1.3315885,2.2116065,3186.8412719837406,1.5061564,1.9651552,3186.88748825438,1.4270619,1.8260715,3186.8384330875992,1.7748432,1.7904668,3186.796434715002,0.8345358,2.1443703,3186.81463665707
5,3.335842,3.0262666,3187.521871316981,6.202693,2.5452826,3187.5526880800985,9.523706,2.1514559,3187.575153792426,11.415627,1.9284157,3187.6213807059808,8.021258,1.8141543,3187.5723142425295,2.9494786,1.7901522,3187.5303061983363,0.5796695,2.1451163,3187.5485123320386
6,1.6621366,3.0834348,3188.2559098574948,3.1925797,2.5972385,3188.286733717251,5.3182297,2.180841,3188.309204603096,7.0899773,1.9439989,3188.355442162016,6.300853,1.8159999,3188.3063643992937,4.0718737,1.7842333,3188.264346681277,1.4245238,2.1361828,3188.2825570075793
7,0.035570264,3.1530051,3188.9901174360925,-0.032432407,2.6569247,3189.020948394122,0.6087054,2.225891,3189.0434244546755,2.0576243,1.97583,3189.089672661413,4.8904,1.8297665,3189.0405835968163,6.900955,1.7833415,3188.9985562027487,2.9307065,2.1369395,3189.0167707226165
8,1.0338051,3.1448755,3189.724494091695,2.0915756,2.652081,3189.755332149632,4.353579,2.2260587,3189.777813386085,8.227713,1.9737939,3189.824072243092,11.915291,1.8250928,3189.7749718740192,12.650742,1.7798823,3189.7329348016724,5.947461,2.1308901,3189.751153516071
9,1.3249824,3.1247697,3190.4590398632436,2.5132732,2.6307516,3190.4898850227232,3.386975,2.2250443,3190.512371436269,3.922449,1.9860032,3190.558640945997,2.208343,1.8540173,3190.509529269845,1.0530002,1.8148527,3190.46748251699,0.644465,2.164176,3190.485705426886
10,0.83477515,3.1514893,3191.193754789677,1.4902725,2.6549094,3191.224607052335,2.303576,2.2382944,3191.2470986441645,2.564711,1.9969869,3191.293378809068,2.3244605,1.8577529,3191.244255823233,1.7144172,1.8195168,3191.20219938764,0.6856029,2.1741602,3191.220426493999
11,1.3545299,3.1557062,3191.928638909956,2.7870212,2.6462154,3191.9594982774283,5.35937,2.219363,3191.9819950487345,8.319797,1.9708111,3192.0282858712667,10.197062,1.8317212,3191.9791515731436,9.651225,1.7944959,3191.9370854525837,4.648773,2.1454585,3191.9553167563727
12,2.3101654,3.1078582,3192.663692263037,4.2180033,2.6175187,3192.694558736959,7.1948795,2.2019346,3192.7170606889345,9.534029,1.9645456,3192.76336217155,9.365324,1.8371736,3192.7142165585337,9.133659,1.8017559,3192.6721407507766,4.1398373,2.1570199,3192.6903762529614
13,2.4835484,3.1061735,3193.3989148878977,4.6002593,2.6170547,3193.4297884699063,7.752212,2.2030942,3193.4522956037445,10.205675,1.9688066,3193.4986077488975,9.908377,1.8436142,3193.4494508183834,8.571995,1.8110927,3193.4073653211976,3.4088056,2.1689818,3193.4256050227455
14,1.8064206,3.1355267,3194.134306823513,3.355391,2.6451068,3194.165187515245,6.1741843,2.2257411,3194.187699832139,7.8043127,1.9890388,3194.2340226422857,7.3020086,1.856837,3194.1848543916662,4.956909,1.826819,3194.1427592028213,1.4362435,2.1899564,3194.161003104699
15,2.276506,3.1316342,3194.8698681088786,4.4129033,2.640947,3194.9007559119714,7.9291487,2.2250237,3194.9232734131147,11.088564,1.9849854,3194.9696068907106,10.898583,1.8541877,3194.9204273173796,8.012083,1.8264812,3194.878322434643,2.8009791,2.1911976,3194.896570537818
16,2.1222126,3.150837,3195.6055987829864,4.047195,2.6590512,3195.6364936990776,6.8856034,2.2372582,3195.659016385664,9.717573,1.993212,3195.7053605331657,8.759174,1.8632972,3195.6561696345157,4.8166327,1.8411199,3195.6140550556556,1.1776602,2.2099178,3195.6323073610956
17,0.974393,3.2004323,3196.3414988848513,2.0500684,2.6967146,3196.372400915579,3.2886252,2.2673552,3196.3949287888026,3.7699118,2.0241406,3196.441283608667,3.566926,1.8855715,3196.3920813820905,2.6816654,1.8511155,3196.3499571048733,1.4070907,2.2106533,3196.368213613546
18,0.5721623,3.2357144,3197.0775684534833,1.1030176,2.7320302,3197.108477600486,3.0580115,2.2823997,3197.1310106615415,5.4290543,2.0295215,3197.1773761562267,8.109732,1.8828111,3197.1281625991137,8.716794,1.8438666,3197.086028621307,3.9229553,2.2075875,3197.1042893341796
19,1.1007211,3.24859,3197.813807527915,1.9389533,2.7438452,3197.844723792831,3.0987804,2.3024478,3197.867262042913,3.8733509,2.0522199,3197.9136382148768,3.1655135,1.912622,3197.864413324619,1.8981152,1.8759655,3197.822269643988,0.30322236,2.2457342,3197.84053456203
20,1.6452494,3.2176023,3198.550216147173,3.0962496,2.7188008,3198.581139531642,4.725341,2.2919235,3198.603682971945,5.2647314,2.0503347,3198.6500698236473,4.029005,1.9140753,3198.6008335976344,2.5625427,1.8786808,3198.558680211945,0.60527503,2.2456293,3198.5769493361236
21,2.2622485,3.2182534,3199.2867943503093,4.255572,2.7182026,3199.31772485597,7.262458,2.289393,3199.3402734876904,9.090823,2.049089,3199.3866710215893,8.440093,1.9161215,3199.337423457211,6.3292,1.8829625,3199.2952603642284,2.4582584,2.2515752,3199.313533695513
22,1.8386003,3.2654524,3200.023542176372,3.3326545,2.7493002,3200.054479804865,5.948266,2.3124135,3200.077033629197,7.9879465,2.0627224,3200.1234418477534,7.4712234,1.9277998,3200.074182942399,5.838621,1.8892698,3200.0320101398875,2.2610142,2.261791,3200.050287679246
23,0.7144925,3.3018749,3200.76045966442,1.2465477,2.7864025,3200.7914044173854,2.5904746,2.341949,3200.8139634355257,3.751855,2.088777,3200.860382341199,4.880659,1.9399153,3200.8111120922567,4.34801,1.8990431,3200.7689295779805,1.8088896,2.2716951,3200.787211326383
24,0.5388602,3.354243,3201.4975468535304,1.0149791,2.822754,3201.528498732609,1.6109154,2.3686383,3201.551062945753,1.6996183,2.110729,3201.5974925410055,1.4941933,1.9614863,3201.5482109458626,0.8790464,1.9205712,3201.5060187175854,0.5010836,2.2928834,3201.5243046760006
25,1.1729228,3.332915,3202.234803782776,2.4072337,2.8035455,3202.265762789609,4.864358,2.3478403,3202.2883321989534,7.114087,2.0870402,3202.334772486246,7.374613,1.9419596,3202.28547954229,6.0658827,1.905493,3202.2432775977745,2.203682,2.2819602,3202.261567767172
26,1.6494937,3.3314753,3202.972230491253,3.214842,2.803224,3203.003196627481,5.462382,2.3624578,3203.0257712342222,7.84835,2.1044135,3203.0722222160175,7.7157564,1.965598,3203.022917920635,6.5859413,1.9291481,3202.9807062576438,2.8795059,2.306471,3202.9990006389935
27,2.4689288,3.3125532,3203.709827018051,4.6136413,2.7949357,3203.7408002853167,7.663333,2.3625488,3203.7633800906515,10.141157,2.1126394,3203.809841769412,10.376654,1.9715769,3203.7605261199888,8.627457,1.9355594,3203.718304736284,4.02488,2.3107917,3203.736603330555
28,2.0987482,3.3337657,3204.4475934022835,3.724074,2.819871,3204.4785738022288,6.2472296,2.3844059,3204.501158807355,8.180069,2.1292179,3204.5476311855437,8.390352,1.9847605,3204.4983041794653,6.088732,1.950519,3204.456073072808,2.4528716,2.3302915,3204.474375880972
29,2.2269917,3.3296287,3205.1855296830604,4.0750446,2.8086398,3205.2165172173277,6.6628532,2.3760908,3205.239107423442,8.881289,2.1231437,3205.285590503524,9.101526,1.9814065,3205.2362521381747,6.9237566,1.9473562,3205.194011306326,3.1242585,2.3252566,3205.2123183293525
30,1.8587029,3.3506527,3205.923635899512,3.3734796,2.831483,3205.9546305697445,5.1482544,2.3939617,3205.9772259780448,6.0733275,2.1441216,3206.023719762484,6.424465,1.9969667,3205.974370035248,5.027033,1.9582834,3205.9321194759686,2.4044728,2.3343265,3205.950430714828
31,0.87954664,3.4785345,3206.6619120907662,1.8229592,2.9240065,3206.692913898607,4.406085,2.4365823,3206.715514510291,7.59533,2.15619,3206.7620190015523,10.26424,1.9948596,3206.7126579098135,10.240248,1.9527766,3206.6703976208632,4.537747,2.3339195,3206.6887130765267
32,1.8607696,3.4299366,3207.4003582959717,3.5589473,2.8834236,3207.431367243064,6.988715,2.410348,3207.453973059331,9.997093,2.1494946,3207.5004882598796,10.651548,2.007645,3207.4511158010205,9.645693,1.9692951,3207.408845780159,4.4470015,2.3504755,3207.4271654535974
33,2.1752243,3.3780246,3208.1389745542733,4.225066,2.8372395,3208.1699906422614,6.958673,2.3873823,3208.192601664309,8.789686,2.1366527,3208.2391275766117,7.6841803,2.0032668,3208.189743748015,5.347551,1.9703708,3208.147463993001,1.9771888,2.355473,3208.165787885186
34,2.3700688,3.3233376,3208.877760904839,4.533435,2.7966495,3208.9087841353676,8.169284,2.3545456,3208.9314003643954,11.461536,2.1002266,3208.9779369909184,11.638475,1.9637444,3208.928541789966,8.21111,1.9358314,3208.8862522985573,2.8996315,2.3192723,3208.9045804104603
35,2.1757793,3.3351023,3209.616717386831,4.2445602,2.8051496,3209.6477477615454,7.59694,2.3627174,3209.6703691987514,10.935766,2.101881,3209.7169165419627,12.017498,1.9589552,3209.667509966035,10.496218,1.9246907,3209.6252107359905,4.6412053,2.2999637,3209.643543068583
36,0.97692525,3.409823,3210.3558440394354,2.0726955,2.8631842,3210.3868815599803,3.6457658,2.4068842,3210.4095082065646,5.6730456,2.1351776,3210.4560662689314,5.7197175,1.9899888,3210.4066483154097,4.4840097,1.9542259,3210.364339344486,1.9461915,2.332965,3210.3826758987398
37,0.80739856,3.479977,3211.0951409018335,1.7273147,2.9327607,3211.1261855698544,3.8693304,2.4531767,3211.148817427016,6.438591,2.1731446,3211.1953862110076,7.5636206,2.015111,3211.1459568772716,6.433548,1.9803938,3211.1036381632257,3.0307899,2.3664134,3211.1219789401134
38,0.51597315,3.5422647,3211.834608013228,1.045363,2.9841714,3211.8656598303705,2.4701557,2.492888,3211.8882968993103,3.458679,2.2095847,3211.934876407395,4.0170984,2.0446734,3211.8854356908237,2.667662,2.0115647,3211.8431072314115,1.1889888,2.406133,3211.8614522319053
39,0.3426386,3.5649967,3212.574245412818,1.0775719,2.9913223,3212.605304380729,3.439762,2.487133,3212.6279466626465,5.882121,2.204035,3212.6745368972947,7.321616,2.0450568,3212.625084795267,5.661079,2.0140727,3212.5827465882444,2.2066884,2.4094324,3212.6010958133174
40,0.72568,3.5648768,3213.3140531398253,1.5974975,2.9897091,3213.3451192601515,3.3394566,2.494359,3213.3677667562474,5.041521,2.2124968,3213.4143677199286,5.7289586,2.0501256,3213.3649042298225,4.98516,2.012117,3213.3225562729453,2.5179195,2.4006643,3213.34090972357
41,0.30839023,3.5936694,3214.054031233471,0.746135,3.0169606,3214.0851045078593,2.0269918,2.5208225,3214.1077572193344,3.8551874,2.230207,3214.1543689145196,6.8482256,2.0575519,3214.1048940337128,8.866266,2.0047383,3214.062536324735,4.644886,2.391993,3214.080894001884
42,0.83669996,3.5882869,3214.7941797329836,1.7965119,3.007122,3214.8252601630816,4.070775,2.5192199,3214.8479180911368,8.005772,2.2287118,3214.894540520297,11.418684,2.0664084,3214.845054246166,11.448345,2.0197437,3214.802686782843,4.4886837,2.4213295,3214.82104868749
43,1.6303134,3.5531676,3215.534498677612,3.1424708,3.0008364,3215.565586265068,5.8293424,2.5165093,3215.5882494109046,8.620466,2.2425094,3215.6348825765117,9.125904,2.0883274,3215.5853849064333,6.7989507,2.0481806,3215.5430076865177,2.3707533,2.4513373,3215.5613738196366
44,1.2394639,3.577662,3216.274988106601,2.4612925,3.0176167,3216.3060828530624,4.3363333,2.5281687,3216.328751217882,5.4015193,2.2575817,3216.375395122409,5.095208,2.1074493,3216.3258860537585,4.388648,2.0680776,3216.283499075004,1.7536137,2.468451,3216.3018694375683
45,0.95340526,3.6119184,3217.0156480592173,1.7203664,3.0439177,3217.0467499663328,3.3723178,2.5371747,3217.0694235513374,4.8502445,2.2521448,3217.1160781972567,5.1584206,2.0916984,3217.066557727409,3.522169,2.0538702,3217.0241609875684,1.2049525,2.4563725,3217.042535580552
46,0.74338895,3.583553,3217.756478574722,1.4633088,3.0228724,3217.7875876441412,2.859558,2.5281138,3217.8102664505327,4.188092,2.254151,3217.856931840318,5.3654575,2.0963812,3217.807399966648,4.895229,2.052936,3217.7649934634737,2.4809918,2.4478753,3217.7833722878504
47,1.4778316,3.5604901,3218.4974796924016,2.6441424,3.0051792,3218.528595925773,4.968197,2.50984,3218.551279954754,6.598674,2.2348099,3218.5979560908795,7.232189,2.0817041,3218.548412810761,7.104412,2.0434666,3218.5059965420037,3.6289217,2.441176,3218.524379598749
48,1.5074426,3.5466292,3219.2386514515347,3.0262434,2.9789748,3219.269774850509,6.356024,2.49847,3219.292464103282,9.52804,2.2330534,3219.3391509882226,10.250278,2.094791,3219.2895962990287,8.131477,2.0628827,3219.2471702624402,3.7217588,2.46116,3219.2655575525278
49,2.4686332,3.5330424,3219.9799938914257,4.818947,2.972864,3220.0111244576524,7.6948695,2.494933,3220.0338189354206,9.1553545,2.2334378,3220.0805165716515,7.5754385,2.095111,3220.030950470755,5.5739183,2.0573258,3219.988514664086,2.1869967,2.4575589,3220.0069061884906
50,0.7640135,3.5904913,3220.7215070513726,1.1169715,3.0327015,3220.7526447865025,2.6696873,2.5366688,3220.775344490469,4.25788,2.2595932,3220.822052880466,5.1159496,2.105112,3220.7724753652387,4.856704,2.0611458,3220.730029786239,2.0314612,2.4650285,3220.7484255459367
51,-0.29225102,3.6831796,3221.463190970697,-0.34160268,3.0928388,3221.4943358763803,-0.29229245,2.578261,3221.5170408077483,-0.11915973,2.2830524,3221.5637599539878,0.4577123,2.1180782,3221.5141710218018,0.9139481,2.0715096,3221.471715668221,0.86984694,2.4710238,3221.4901156641868
52,0.98197156,3.635434,3222.2050456887137,2.0372384,3.0550184,3222.236197766603,3.898118,2.5572934,3222.2589079265763,6.2247953,2.2710645,3222.3056378315355,7.344966,2.1117983,3222.2560374797613,7.0481086,2.0702639,3222.2135723493484,3.111619,2.475377,3222.2319765825573
53,2.502469,3.6448123,3222.9470712447633,4.6911163,3.0633912,3222.9782304965092,8.606843,2.5665863,3223.0009458862924,12.269796,2.28421,3223.047686552449,13.8588505,2.128263,3222.998074778456,12.060101,2.0901904,3222.95559986896,5.1781445,2.5016732,3222.974008340388
54,0.61941,3.7133284,3223.6892676781804,1.4507577,3.1201525,3223.720434105435,2.6639562,2.6063735,3223.743154726232,4.015933,2.3217103,3223.789906156064,4.276344,2.1632063,3223.740282957223,2.3770704,2.1294794,3223.697798266391,0.8292589,2.545741,3223.7162109770147
55,0.69888175,3.7571237,3224.4316350283216,1.1253847,3.1658857,3224.462808632738,2.256489,2.6550035,3224.4855344857538,3.2967787,2.3687308,3224.5322966817394,4.2225103,2.2088711,3224.482662055419,3.5902722,2.1650772,3224.4401675809995,1.6446707,2.586808,3224.4585845317943
56,2.2800527,3.6634486,3225.1741733345402,4.2360506,3.1038048,3225.2053541177706,6.8082957,2.6140509,3225.2280852042104,8.682066,2.3494081,3225.274858168829,8.169121,2.20295,3225.225212112398,6.4133058,2.1593175,3225.1827078521374,2.7445533,2.5785062,3225.20112904408
57,1.0413542,3.750134,3225.9168826362115,2.1758752,3.1633785,3225.948070599909,4.073892,2.6607203,3225.9708069209773,6.0291314,2.3801157,3226.017590656709,6.7771015,2.2276287,3225.967933167535,5.2501936,2.1870306,3225.92541911918,2.0093534,2.6099517,3225.9438445532473
58,1.0852146,3.8200305,3226.6597629727066,2.2561371,3.2128215,3226.690958118525,4.08433,2.6958013,3226.7136996754275,5.9311543,2.4028223,3226.760494184753,5.851854,2.242531,3226.710825260203,4.2988367,2.2005553,3226.668301421499,1.2866392,2.6302664,3226.686731098668
59,1.4876797,3.7787948,3227.4028143834184,2.6064487,3.185576,3227.4340167130117,3.4760683,2.6938913,3227.4567635069543,3.5660949,2.4157116,3227.503568792354,2.4186897,2.264497,3227.453888429795,0.8551222,2.222291,3227.411354798488,0.07111168,2.65623,3227.4297887197354
60,1.4202665,3.8347702,3228.146036907737,2.7180686,3.2308645,3228.1772464227593,4.757072,2.7180836,3228.199998454948,6.32383,2.427472,3228.2468145189036,6.75591,2.2622483,3228.197122715701,4.9011526,2.2171843,3228.1545792895363,1.8061988,2.6496432,3228.1730174558397
61,0.10024986,3.9324658,3228.8894305850736,0.46390682,3.2901697,3228.9206472871797,1.0262568,2.753204,3228.94340455882,2.182321,2.4393349,3228.9902314038145,2.818929,2.2653105,3228.940528157334,2.9037259,2.2134185,3228.897974934055,1.1387925,2.641815,3228.916417346392
62,0.7425474,3.9635568,3229.6329954548382,1.4618446,3.3167467,3229.6642193456833,2.5381203,2.7700744,3229.6869818579826,3.3274574,2.4549437,3229.733819486498,2.852808,2.2841687,3229.684104794104,2.3295736,2.2324684,3229.641541771455,0.8584493,2.6670997,3229.6599884308034
63,1.4595046,3.8549654,3230.376731556451,2.6728265,3.2489936,3230.40796263769,4.6262674,2.7272487,3230.4307303918554,6.1568985,2.4325876,3230.477578806375,5.883719,2.274414,3230.427852665432,5.0991144,2.2300355,3230.3852798411567,2.2262352,2.6677542,3230.4037307484946
64,-0.10246611,3.972872,3231.1206389293507,-0.04866244,3.329642,3231.1518772026407,0.47732145,2.7878118,3231.174650199878,1.939327,2.4696908,3231.221509402886,3.3901973,2.2967026,3231.1717718107575,3.7800303,2.249717,3231.129189182599,1.5736349,2.6906493,3231.147644338904
65,0.95595706,3.942803,3231.864717612972,1.9083376,3.3089657,3231.895963079968,3.5951104,2.7804952,3231.918741321486,5.3714676,2.4756968,3231.9656113154665,5.7815905,2.3152971,3231.9158622695154,4.7370033,2.2759583,3231.8732698352155,1.713041,2.7236528,3231.8917292414667
66,2.0805488,3.8575866,3232.608967646772,3.919771,3.2536862,3232.640220309131,6.19162,2.7486317,3232.6630037961368,7.336975,2.4731278,3232.7098845835744,5.8401847,2.3321564,3232.6601240811638,3.8925736,2.2963016,3232.6175218384637,1.4868882,2.7431188,3232.63598549564
67,2.20546,3.8298686,3233.3533890702033,4.1033015,3.2342877,3233.3846489295825,6.458982,2.7423053,3233.407437663284,8.030969,2.4706824,3233.4543292466647,7.4097276,2.3282163,3233.4045572851555,5.6035767,2.2907908,3233.3619452317976,2.2349088,2.7403953,3233.380413140877
68,1.8656216,3.8424747,3234.0979819227405,3.4126267,3.2445402,3234.129248980797,6.253666,2.7245715,3234.1520429624024,8.699791,2.4415247,3234.1989453442125,9.441954,2.2916555,3234.1491619209664,7.675365,2.2568817,3234.1065400546904,3.0792289,2.7023177,3234.125012216653
69,1.3981533,3.907022,3234.842746243855,2.7968001,3.287329,3234.874020502247,5.424077,2.750392,3234.8968197329646,7.746782,2.4554074,3234.943732915691,8.65168,2.2980266,3234.8939380280676,7.2116976,2.264312,3234.8513063466144,3.0322027,2.7121046,3234.869782762439
70,1.3507626,3.936641,3235.5876820730405,2.655564,3.3039763,3235.6189635334254,4.5324464,2.778947,3235.6417680144646,6.120695,2.4799438,3235.688692000594,5.317294,2.328969,3235.6388856459544,3.2967498,2.2939615,3235.5962441470633,1.0509341,2.7486622,3235.61472481773
